date,open,high,low,close,volume
2025-04-22,975.0,1024.0,953.0,1013.9,3326459
2025-04-23,1020.0,1068.9,1019.95,1059.75,3333648
2025-04-24,1058.0,1068.0,1008.0,1018.25,1961884
2025-04-25,1024.7,1024.7,965.8,971.7,1165532
2025-04-28,972.0,997.0,947.0,983.9,937547
2025-04-29,984.0,996.7,976.6,983.05,731964
2025-04-30,975.05,1019.95,975.05,986.05,2937845
2025-05-02,985.55,988.25,943.1,946.85,493439
2025-05-05,942.2,948.35,922.0,937.3,530064
2025-05-06,940.4,947.3,902.15,906.3,524503
2025-05-07,902.0,941.85,890.25,932.15,1357495
2025-05-08,927.25,942.3,908.0,913.05,717894
2025-05-09,882.6,922.0,882.6,915.8,853218
2025-05-12,940.0,990.0,940.0,962.0,1014955
2025-05-13,966.0,990.0,961.85,965.6,552909
2025-05-14,976.0,990.0,949.75,988.2,697367
2025-05-15,995.0,1024.0,975.0,1016.6,1071460
2025-05-16,1022.45,1032.45,993.5,1000.55,560528
2025-05-19,1010.0,1036.65,993.55,1021.25,729845
2025-05-20,1024.25,1030.0,981.0,994.4,602579
2025-05-21,1014.9,1018.45,994.7,1012.2,406917
2025-05-22,1009.95,1018.5,982.85,992.1,342383
2025-05-23,995.0,1019.85,983.3,1017.45,473437
2025-05-26,1029.15,1037.7,1009.45,1016.75,410602
2025-05-27,1023.0,1023.0,1001.5,1009.3,279324
2025-05-28,1009.8,1029.0,1009.3,1024.95,671847
2025-05-29,1030.0,1031.8,1007.0,1025.05,319865
2025-05-30,1015.05,1029.0,993.0,997.45,1273280
2025-06-02,1005.0,1040.0,1002.65,1019.5,737518
2025-06-03,1029.85,1046.8,1012.0,1014.15,473711
2025-06-04,1016.2,1033.0,1005.55,1024.25,419409
2025-06-05,1027.0,1089.45,1009.05,1074.0,1555439
2025-06-06,1107.4,1125.0,1054.1,1064.8,2406203
2025-06-09,1077.2,1087.35,1047.2,1065.6,1548191
2025-06-10,1074.5,1077.75,998.0,1062.3,479653
2025-06-11,1073.05,1113.8,1060.45,1087.1,1488940
2025-06-12,1090.0,1110.0,1070.05,1081.4,1560231
2025-06-13,1060.1,1150.0,1056.4,1140.5,2538226
2025-06-16,1140.0,1191.6,1120.9,1169.6,2302686
2025-06-17,1172.0,1178.6,1140.15,1146.2,894802
2025-06-18,1147.6,1178.8,1113.05,1118.65,791793
2025-06-19,1122.35,1160.0,1100.1,1114.4,839416
2025-06-20,1107.75,1149.85,1104.4,1137.25,659293
2025-06-23,1120.6,1163.65,1118.5,1157.45,454188
2025-06-24,1165.45,1188.8,1141.0,1147.65,444866
2025-06-25,1151.25,1200.0,1140.15,1190.0,879204
2025-06-26,1202.0,1202.95,1147.1,1164.85,1806780
2025-06-27,1180.0,1208.7,1170.0,1195.7,3387240
2025-06-30,1206.5,1206.5,1178.0,1194.5,2857456
2025-07-01,1198.0,1208.4,1170.0,1175.5,1117721
2025-07-02,1179.9,1189.1,1155.1,1177.2,561379
2025-07-03,1177.9,1235.5,1174.9,1226.6,931488
2025-07-04,1226.6,1253.9,1192.3,1245.4,1368232
2025-07-07,1244.0,1273.8,1235.1,1253.0,1067244
2025-07-08,1241.0,1249.5,1173.8,1220.4,1215703
2025-07-09,1211.0,1219.0,1188.0,1194.6,605122
2025-07-10,1194.6,1206.4,1185.4,1194.4,735700
2025-07-11,1193.0,1214.6,1183.5,1194.0,455960
2025-07-14,1191.1,1206.0,1176.4,1188.2,584814
2025-07-15,1197.5,1207.6,1180.0,1197.3,379530
2025-07-16,1200.3,1203.1,1181.9,1197.6,601079
2025-07-17,1205.0,1209.7,1189.3,1205.6,484846
2025-07-18,1214.0,1227.0,1184.0,1202.2,1678716
2025-07-21,1201.9,1228.8,1186.5,1221.2,441201
2025-07-22,1175.9,1175.9,1130.0,1144.1,28185822
2025-07-23,1140.0,1146.4,1122.1,1125.0,1356863
2025-07-24,1122.0,1140.7,1115.5,1118.6,2553892
2025-07-25,1119.7,1119.7,1069.0,1077.9,1051171
2025-07-28,1072.0,1081.0,1065.0,1074.6,1105938
2025-07-29,1070.0,1087.0,1059.0,1082.4,690591
2025-07-30,1066.1,1085.0,1057.9,1060.2,995837
2025-07-31,1050.1,1061.9,1032.0,1052.7,1243584
2025-08-01,1053.0,1068.0,1046.2,1052.5,457383
2025-08-04,1050.0,1062.2,1039.9,1052.0,572079
2025-08-05,1060.0,1072.9,1052.8,1065.8,497259
2025-08-06,1069.9,1075.5,1050.7,1056.8,406828
2025-08-07,1056.0,1067.8,1046.0,1065.4,695308
2025-08-08,1066.0,1070.0,1040.0,1042.8,563345
2025-08-11,1046.2,1049.2,1027.0,1042.8,355749
2025-08-12,1042.8,1043.8,1014.2,1018.6,1242101
2025-08-13,1018.8,1038.0,1015.6,1028.0,326152
2025-08-14,1028.1,1046.2,1022.6,1038.5,583115
2025-08-18,1046.6,1073.5,1038.4,1062.3,418393
2025-08-19,1064.2,1082.4,1058.4,1078.9,487563
2025-08-20,1074.9,1108.3,1070.0,1102.9,1046821
2025-08-21,1104.9,1104.9,1073.4,1081.6,532904
2025-08-22,1074.9,1088.4,1070.2,1077.6,742717
2025-08-25,1081.6,1099.5,1070.0,1092.7,853932
2025-08-26,1092.7,1110.9,1081.1,1087.4,2422947
2025-08-28,1080.2,1083.5,1028.1,1043.9,873607
2025-08-29,1037.0,1045.0,1013.3,1018.1,644147
2025-09-01,1018.1,1040.0,1013.3,1030.8,263961
2025-09-02,1034.0,1047.0,1020.4,1024.8,714095
2025-09-03,1020.7,1044.9,1013.3,1040.2,883948
2025-09-04,1043.0,1050.0,1024.3,1032.8,586066
2025-09-05,1035.0,1052.0,1028.9,1037.6,311880
2025-09-08,1041.9,1054.4,1033.6,1040.0,643249
2025-09-09,1040.1,1050.0,1038.0,1043.9,819360
2025-09-10,1043.9,1082.4,1043.6,1078.0,1184367
2025-09-11,1073.0,1075.0,1054.5,1057.1,430699
2025-09-12,1066.0,1071.0,1048.2,1068.8,343905
2025-09-15,1059.1,1082.9,1059.0,1079.0,353507
2025-09-16,1079.0,1097.1,1078.3,1091.1,461518
2025-09-17,1090.7,1107.6,1089.5,1103.0,414858
2025-09-18,1103.0,1105.0,1094.2,1102.1,196378
2025-09-19,1102.3,1104.0,1075.0,1080.8,857322
2025-09-22,1071.0,1087.0,1042.2,1050.4,798208
2025-09-23,1048.0,1053.3,1015.4,1019.6,1808589
2025-09-24,1022.0,1033.0,1005.1,1026.5,1158063
2025-09-25,1025.0,1029.2,1012.0,1022.1,892451
2025-09-26,1016.0,1024.2,996.8,1001.8,943039
2025-09-29,1002.0,1040.7,1002.0,1028.7,1111488
2025-09-30,1038.0,1038.0,1011.9,1024.0,507273
2025-10-01,1028.9,1040.2,1013.0,1036.5,593561
2025-10-03,1044.9,1051.7,1033.2,1049.2,458130
2025-10-06,1054.0,1065.2,1046.8,1062.4,266966
2025-10-07,1060.0,1078.0,1054.6,1069.4,650935
2025-10-08,1066.9,1105.8,1064.7,1085.3,1594145
2025-10-09,1093.8,1093.8,1076.5,1084.4,283733
2025-10-10,1086.6,1099.9,1077.8,1095.1,257260
2025-10-13,1085.0,1104.0,1083.0,1101.4,651135
2025-10-14,1106.1,1131.6,1101.5,1126.7,1375997
2025-10-15,1131.0,1172.0,1117.3,1160.4,2005553
2025-10-16,1174.0,1179.8,1158.0,1171.8,915145
2025-10-17,1172.5,1182.2,1143.1,1164.9,778522
2025-10-20,1165.0,1194.8,1143.6,1183.3,2812550
2025-10-21,1200.1,1200.1,1170.0,1175.4,136457
2025-10-23,1160.0,1188.4,1160.0,1178.9,652187
2025-10-24,1185.1,1192.2,1170.2,1185.7,494044
